,0
132,1.19087
133,1.19985
134,1.20883
135,1.21781
136,1.22679
137,1.23577
138,1.24475
139,1.25373
140,1.26271
141,1.27169
142,1.28067
143,1.28965
144,1.29863
145,1.30761
146,1.31659
147,1.3255700000000001
148,1.3345500000000001
149,1.3435300000000001
150,1.35251
151,1.36149
152,1.37047
153,1.37945
154,1.38843
155,1.39741
156,1.40639
157,1.41537
158,1.42435
159,1.43333
160,1.44231
161,1.45129
162,1.46027
163,1.46925
164,1.47823
165,1.48721
166,1.4961900000000001
167,1.5051700000000001
168,1.51415
169,1.52313
170,1.53211
171,1.54109
172,1.55007
173,1.55905
174,1.56803
175,1.57701
176,1.58599
177,1.59497
178,1.60395
179,1.61293
180,1.62191
181,1.63089
182,1.63987
183,1.64885
184,1.6578300000000001
185,1.6668100000000001
186,1.6757900000000001
187,1.68477
188,1.69375
189,1.70273
190,1.71171
191,1.72069
192,1.72967
193,1.73865
194,1.74763
195,1.75661
196,1.76559
197,1.77457
198,1.78355
199,1.79253
200,1.80151
201,1.81049
202,1.8194700000000001
203,1.8284500000000001
204,1.8374300000000001
205,1.84641
206,1.85539
207,1.86437
208,1.87335
209,1.88233
210,1.89131
211,1.90029
212,1.90927
213,1.91825
214,1.92723
215,1.93621
216,1.94519
217,1.95417
218,1.96315
219,1.97213
220,1.9811100000000001
221,1.9900900000000001
222,1.9990700000000001
223,2.00805
224,2.0170299999999997
225,2.02601
226,2.0349899999999996
227,2.04397
228,2.0529499999999996
229,2.06193
230,2.07091
231,2.07989
232,2.08887
233,2.0978499999999998
234,2.10683
235,2.1158099999999997
236,2.12479
237,2.1337699999999997
238,2.14275
239,2.1517299999999997
240,2.16071
241,2.1696899999999997
242,2.17867
243,2.1876499999999997
244,2.19663
245,2.2056099999999996
246,2.21459
247,2.2235699999999996
248,2.23255
249,2.24153
250,2.25051
251,2.25949
252,2.2684699999999998
253,2.27745
254,2.2864299999999997
255,2.29541
256,2.3043899999999997
257,2.31337
258,2.3223499999999997
259,2.33133
260,2.3403099999999997
261,2.34929
262,2.3582699999999996
263,2.36725
264,2.3762299999999996
265,2.38521
266,2.39419
267,2.40317
268,2.41215
269,2.42113
270,2.43011
271,2.4390899999999998
272,2.44807
273,2.4570499999999997
274,2.46603
275,2.4750099999999997
276,2.48399
277,2.4929699999999997
278,2.50195
279,2.5109299999999997
280,2.51991
281,2.5288899999999996
282,2.53787
283,2.5468499999999996
284,2.55583
285,2.56481
286,2.57379
287,2.58277
288,2.5917499999999998
289,2.60073
290,2.6097099999999998
291,2.61869
292,2.6276699999999997
293,2.63665
294,2.6456299999999997
295,2.65461
296,2.6635899999999997
297,2.67257
298,2.6815499999999997
299,2.69053
300,2.6995099999999996
301,2.70849
302,2.7174699999999996
303,2.72645
304,2.73543
305,2.74441
306,2.75339
307,2.7623699999999998
308,2.77135
309,2.7803299999999997
310,2.78931
311,2.7982899999999997
312,2.80727
313,2.8162499999999997
314,2.82523
315,2.8342099999999997
316,2.84319
317,2.8521699999999996
318,2.86115
319,2.8701299999999996
320,2.87911
321,2.88809
322,2.89707
323,2.90605
324,2.91503
325,2.92401
326,2.9329899999999998
327,2.94197
328,2.9509499999999997
329,2.95993
330,2.9689099999999997
331,2.97789
332,2.9868699999999997
333,2.99585
334,3.0048299999999997
335,3.01381
336,3.0227899999999996
337,3.03177
338,3.0407499999999996
339,3.04973
340,3.05871
341,3.06769
342,3.07667
343,3.08565
344,3.09463
345,3.1036099999999998
346,3.11259
347,3.1215699999999997
348,3.13055
349,3.1395299999999997
350,3.14851
351,3.1574899999999997
352,3.16647
353,3.1754499999999997
354,3.18443
355,3.1934099999999996
356,3.20239
357,3.2113699999999996
358,3.22035
359,3.22933
360,3.23831
361,3.24729
362,3.2562699999999998
363,3.26525
364,3.2742299999999998
365,3.28321
366,3.2921899999999997
367,3.30117
368,3.3101499999999997
369,3.31913
370,3.3281099999999997
371,3.33709
372,3.3460699999999997
373,3.35505
374,3.3640299999999996
375,3.37301
376,3.38199
377,3.39097
378,3.39995
379,3.40893
380,3.41791
381,3.4268899999999998
382,3.43587
383,3.4448499999999997
384,3.45383
385,3.4628099999999997
386,3.47179
387,3.4807699999999997
388,3.48975
389,3.4987299999999997
390,3.50771
391,3.5166899999999996
392,3.52567
393,3.5346499999999996
394,3.54363
395,3.55261
396,3.56159
397,3.57057
398,3.57955
399,3.58853
400,3.5975099999999998
401,3.60649
402,3.6154699999999997
403,3.62445
404,3.6334299999999997
405,3.64241
406,3.6513899999999997
407,3.66037
408,3.6693499999999997
409,3.67833
410,3.6873099999999996
411,3.69629
412,3.70527
413,3.71425
414,3.72323
415,3.73221
416,3.74119
417,3.75017
418,3.75915
419,3.7681299999999998
420,3.77711
421,3.7860899999999997
422,3.79507
423,3.8040499999999997
424,3.81303
425,3.8220099999999997
426,3.83099
427,3.8399699999999997
428,3.84895
429,3.8579299999999996
430,3.86691
431,3.87589
432,3.88487
433,3.89385
434,3.90283
435,3.91181
436,3.9207899999999998
437,3.92977
438,3.9387499999999998
439,3.94773
440,3.9567099999999997
441,3.96569
442,3.9746699999999997
443,3.98365
444,3.9926299999999997
445,4.00161
446,4.01059
447,4.01957
448,4.02855
449,4.03753
450,4.04651
451,4.05549
452,4.06447
453,4.07345
454,4.08243
455,4.09141
456,4.10039
457,4.10937
458,4.1183499999999995
459,4.12733
460,4.13631
461,4.14529
462,4.1542699999999995
463,4.16325
464,4.17223
465,4.18121
466,4.190189999999999
467,4.19917
468,4.20815
469,4.21713
470,4.22611
471,4.23509
472,4.24407
473,4.25305
474,4.26203
475,4.2710099999999995
476,4.27999
477,4.28897
478,4.29795
479,4.3069299999999995
480,4.31591
481,4.32489
482,4.33387
483,4.342849999999999
484,4.35183
485,4.36081
486,4.36979
487,4.37877
488,4.38775
489,4.39673
490,4.40571
491,4.41469
492,4.4236699999999995
493,4.43265
494,4.44163
495,4.45061
496,4.4595899999999995
497,4.46857
498,4.47755
499,4.48653
500,4.4955099999999995
501,4.50449
